,price,bedrooms,bathrooms,sqft_living,floors,view,grade,sqft_above,sqft_basement,lat,long,sqft_living15,WaterFront,month_sold,age,yrs_reno,Renovated,dist_to_Seattle,Bellevue,Federal Way,Kent,Renton,Seattle,rel_size
12309,385000.0,4,3.0,2253,2.0,0.0,7,2253,0,47.3935,-122.3,1786,0,4,58,58.0,0,14.9,0,0,1,0,0,1.261478163493841
12310,259950.0,2,1.0,770,1.0,0.0,6,770,0,47.747,-122.301,1120,0,10,66,66.0,0,9.73,0,0,0,0,1,0.6875
12311,330000.0,2,2.5,1310,2.0,0.0,8,1310,0,47.4911,-122.154,1310,0,4,16,16.0,0,11.68,0,0,0,1,0,1.0
12312,280000.0,3,1.0,980,1.0,0.0,6,830,150,47.5206,-122.363,1140,0,12,66,66.0,0,6.17,0,0,0,0,1,0.8596491228070176
12314,925900.0,4,3.75,3980,2.0,0.0,10,3980,0,47.6303,-122.065,3980,0,11,13,13.0,0,12.67,1,0,0,0,0,1.0
12315,499000.0,3,2.25,3010,2.0,0.0,8,2410,600,47.7671,-122.26299999999999,2620,0,8,36,36.0,0,11.48,1,0,0,0,0,1.1488549618320612
12316,325000.0,4,2.5,1830,2.0,0.0,8,1830,0,47.266999999999996,-122.31,2109,0,4,22,22.0,0,23.57,0,1,0,0,0,0.8677098150782361
12318,162248.0,2,1.0,800,1.0,0.0,6,800,0,47.4756,-122.17399999999999,850,0,4,71,71.0,0,11.83,0,0,0,1,0,0.9411764705882353
12320,430000.0,3,1.5,1810,1.0,0.0,7,1030,780,47.6819,-122.287,1780,0,7,56,56.0,0,5.57,0,0,0,0,1,1.0168539325842696
12321,615500.0,3,1.5,1810,1.0,0.0,7,1030,780,47.6819,-122.287,1780,0,1,57,57.0,0,5.57,0,0,0,0,1,1.0168539325842696
12322,260000.0,3,1.0,940,1.0,0.0,6,940,0,47.5551,-122.292,1180,0,4,66,66.0,0,4.17,0,0,0,0,1,0.7966101694915254
12325,749950.0,4,2.5,2370,2.0,2.0,9,2080,290,47.7064,-122.22399999999999,2970,0,11,6,6.0,0,8.54,1,0,0,0,0,0.797979797979798
12328,190000.0,3,1.0,1200,1.0,0.0,6,1200,0,47.3231,-122.215,1250,0,11,61,61.0,0,20.46,0,0,1,0,0,0.96
12329,625000.0,3,1.75,2100,1.5,0.0,7,1350,750,47.6702,-122.36399999999999,1720,0,4,103,103.0,0,4.5,0,0,0,0,1,1.2209302325581395
12331,339900.0,4,1.5,1570,1.0,2.0,7,1400,170,47.3864,-122.22,2326,0,4,50,50.0,0,16.22,0,0,1,0,0,0.6749785038693035
12333,353000.0,4,2.5,1830,2.0,0.0,7,1830,0,47.3557,-122.016,1830,0,12,12,12.0,0,22.92,0,0,1,0,0,1.0
12334,390000.0,3,2.0,1010,1.0,0.0,8,1010,0,47.6232,-122.04299999999999,1750,0,2,33,33.0,0,13.64,1,0,0,0,0,0.5771428571428572
12335,675000.0,4,2.5,1770,1.0,2.0,8,1770,0,47.7382,-122.287,2470,0,3,44,44.0,0,9.26,0,0,0,0,1,0.7165991902834008
12336,400000.0,3,2.5,2120,2.0,0.0,7,2120,0,47.4787,-122.12799999999999,2230,0,3,9,9.0,0,13.15,0,0,0,1,0,0.9506726457399103
12341,275000.0,3,1.5,1060,1.0,0.0,6,1060,0,47.5498,-122.355,1560,0,7,31,31.0,0,4.12,0,0,0,0,1,0.6794871794871795
12342,450000.0,3,2.5,1670,2.0,0.0,8,1670,0,47.5314,-122.04700000000001,1670,0,8,14,14.0,0,14.43,0,0,0,1,0,1.0
12343,305000.0,4,1.75,2251,1.0,1.0,8,1390,861,47.3369,-122.32,2520,0,11,57,57.0,0,18.73,0,1,0,0,0,0.8932539682539683
12344,643002.0,3,2.5,1770,1.5,0.0,7,1270,500,47.6807,-122.36399999999999,1400,0,9,85,85.0,0,5.19,0,0,0,0,1,1.2642857142857142
12345,468000.0,2,1.75,1510,1.0,0.0,8,1510,0,47.6644,-122.13,1740,0,4,37,37.0,0,10.31,1,0,0,0,0,0.867816091954023
12346,324950.0,4,2.5,1770,2.0,0.0,7,1770,0,47.3506,-122.006,2080,0,2,11,11.0,0,23.49,0,0,1,0,0,0.8509615384615384
12347,290000.0,3,2.0,1260,1.0,0.0,7,1260,0,47.4034,-122.176,1460,0,3,28,28.0,0,15.96,0,0,1,0,0,0.863013698630137
12348,488500.0,3,2.0,1710,1.0,0.0,7,1030,680,47.696999999999996,-122.199,1710,0,4,34,34.0,0,8.82,1,0,0,0,0,1.0
12349,367950.0,3,1.75,2290,1.0,0.0,7,1250,1040,47.7611,-122.351,1660,0,8,64,64.0,0,10.6,0,0,0,0,1,1.3795180722891567
12350,285000.0,2,1.0,790,1.0,0.0,6,790,0,47.5015,-122.35,1440,0,2,59,59.0,0,7.39,0,0,0,1,0,0.5486111111111112
12355,380000.0,3,2.5,2390,2.0,0.0,8,2390,0,47.4378,-122.16,2310,0,4,29,29.0,0,14.31,0,0,0,1,0,1.0346320346320346
12356,336500.0,4,2.5,2500,2.0,0.0,7,2500,0,47.3853,-122.02799999999999,1960,0,11,11,11.0,0,21.02,0,0,1,0,0,1.2755102040816326
12357,685000.0,4,2.0,2290,1.5,3.0,7,2290,0,47.6807,-122.318,2000,0,2,115,115.0,0,5.08,0,0,0,0,1,1.145
12360,524000.0,2,1.0,1120,1.5,0.0,7,1120,0,47.6454,-122.354,1500,0,6,104,104.0,0,2.73,0,0,0,0,1,0.7466666666666667
12361,172000.0,3,1.0,1340,1.0,0.0,7,1340,0,47.3173,-122.31700000000001,1250,0,12,46,46.0,0,20.09,0,1,0,0,0,1.072
12365,107000.0,3,1.5,910,1.0,0.0,6,910,0,47.5238,-122.35600000000001,1410,0,8,41,41.0,0,5.89,0,0,0,0,1,0.6453900709219859
12366,232900.0,3,1.5,910,1.0,0.0,6,910,0,47.5238,-122.35600000000001,1410,0,12,41,41.0,0,5.89,0,0,0,0,1,0.6453900709219859
12367,800000.0,4,3.5,2370,2.0,0.0,8,1610,760,47.684,-122.34100000000001,2170,0,1,89,1.0,1,5.25,0,0,0,0,1,1.0921658986175116
12368,248500.0,2,1.5,880,2.0,0.0,7,880,0,47.7063,-122.34200000000001,880,0,3,16,16.0,0,6.79,0,0,0,0,1,1.0
12369,670000.0,3,2.5,2050,1.0,3.0,8,1730,320,47.5708,-122.405,2370,0,6,58,58.0,0,4.14,0,0,0,0,1,0.8649789029535865
12371,164000.0,3,1.0,1070,1.0,0.0,7,1070,0,47.2899,-122.19200000000001,1190,0,11,53,53.0,0,22.96,0,1,0,0,0,0.8991596638655462
12372,570500.0,2,1.0,1380,2.0,0.0,7,1080,300,47.6416,-122.361,1600,0,2,61,61.0,0,2.61,0,0,0,0,1,0.8625
12373,599990.0,3,2.25,2680,1.0,0.0,8,1570,1110,47.5683,-122.09100000000001,2480,0,6,36,36.0,0,11.7,1,0,0,0,0,1.0806451612903225
12374,395000.0,5,1.75,2100,1.0,0.0,7,1060,1040,47.7097,-122.21600000000001,1680,0,10,53,53.0,0,8.94,1,0,0,0,0,1.25
12376,207000.0,3,1.0,920,1.0,0.0,6,920,0,47.7114,-122.28399999999999,1300,0,9,86,86.0,0,7.52,0,0,0,0,1,0.7076923076923077
12377,237000.0,3,1.0,920,1.0,0.0,6,920,0,47.7114,-122.28399999999999,1300,0,1,87,87.0,0,7.52,0,0,0,0,1,0.7076923076923077
12379,385000.0,4,2.5,1950,1.0,0.0,7,1150,800,47.65600000000001,-122.134,2050,0,12,51,51.0,0,9.93,1,0,0,0,0,0.9512195121951219
12380,335000.0,2,1.75,1660,2.0,0.0,7,1660,0,47.4899,-122.339,1290,0,8,56,22.0,1,8.16,0,0,0,1,0,1.2868217054263567
12381,347000.0,4,1.5,2670,2.0,0.0,8,2670,0,47.2659,-122.215,2420,0,5,18,18.0,0,24.28,0,1,0,0,0,1.103305785123967
12382,204000.0,3,1.0,980,1.0,0.0,6,980,0,47.42,-122.31700000000001,1240,0,3,61,61.0,0,13.01,0,0,1,0,0,0.7903225806451613
12383,615000.0,4,2.25,1780,2.0,0.0,8,1780,0,47.6647,-122.14200000000001,2360,0,5,44,44.0,0,9.8,1,0,0,0,0,0.7542372881355932
12384,943500.0,3,2.25,2370,2.0,0.0,7,2370,0,47.5827,-122.197,2370,0,10,34,34.0,0,6.67,1,0,0,0,0,1.0
12385,560000.0,3,2.0,1640,1.0,0.0,7,1020,620,47.5636,-122.316,2130,0,4,74,74.0,0,3.19,0,0,0,0,1,0.7699530516431925
12386,547500.0,4,2.5,2610,1.0,0.0,8,1610,1000,47.5618,-122.176,2250,0,4,40,40.0,0,8.07,1,0,0,0,0,1.16
12387,359500.0,4,1.75,2030,1.0,0.0,7,1450,580,47.5067,-122.164,1750,0,10,46,46.0,0,10.61,0,0,0,1,0,1.16
12389,258000.0,3,1.75,1620,1.0,0.0,7,1310,310,47.3635,-122.052,1580,0,5,26,26.0,0,21.44,0,0,1,0,0,1.0253164556962024
12391,253500.0,2,1.0,810,1.0,0.0,7,810,0,47.5232,-122.375,1240,0,6,66,66.0,0,6.14,0,0,0,0,1,0.6532258064516129
12392,422500.0,3,1.0,1270,1.0,0.0,7,1270,0,47.534,-122.17200000000001,1590,0,4,46,46.0,0,9.16,0,0,0,1,0,0.7987421383647799
12393,239000.0,2,2.0,1470,1.5,0.0,7,1470,0,47.3086,-122.32799999999999,1470,0,11,28,28.0,0,20.68,0,1,0,0,0,1.0
12394,628000.0,3,2.25,1720,1.0,0.0,7,1140,580,47.6882,-122.184,1530,0,4,31,31.0,0,8.95,1,0,0,0,0,1.1241830065359477
12395,352000.0,2,2.5,1320,1.0,0.0,8,660,660,47.5364,-122.365,1420,0,3,11,11.0,0,5.14,0,0,0,0,1,0.9295774647887324
12396,311600.0,3,2.25,1358,3.0,0.0,7,1358,0,47.7052,-122.346,1358,0,2,8,8.0,0,6.73,0,0,0,0,1,1.0
12397,235000.0,4,1.5,2070,1.0,0.0,7,1060,1010,47.3417,-122.281,1450,0,10,50,50.0,0,18.56,0,1,0,0,0,1.4275862068965517
12398,870000.0,5,2.25,2910,2.0,0.0,9,2910,0,47.5633,-122.21799999999999,2740,0,8,46,46.0,0,6.27,1,0,0,0,0,1.062043795620438
12399,190848.0,4,1.5,1370,1.0,0.0,7,900,470,47.3344,-122.28,1370,0,3,45,45.0,0,19.07,0,1,0,0,0,1.0
12400,570000.0,4,1.75,2340,1.0,0.0,7,1170,1170,47.6746,-122.32,1270,0,10,90,90.0,0,4.65,0,0,0,0,1,1.8425196850393701
12401,661254.0,4,4.0,2290,1.5,0.0,7,1690,600,47.5824,-122.384,1920,0,5,74,74.0,0,2.88,0,0,0,0,1,1.1927083333333333
12402,575000.0,4,2.0,1650,1.0,0.0,7,1650,0,47.6781,-122.374,1690,0,5,59,59.0,0,5.17,0,0,0,0,1,0.9763313609467456
12403,230000.0,2,0.75,650,1.0,0.0,5,650,0,47.7281,-122.335,1110,0,5,83,83.0,0,8.29,0,0,0,0,1,0.5855855855855856
12404,680000.0,3,2.25,2300,2.0,0.0,8,2300,0,47.5677,-122.086,2240,0,4,35,35.0,0,11.93,1,0,0,0,0,1.0267857142857142
12405,148000.0,1,1.0,620,1.0,0.0,5,620,0,47.5138,-122.36399999999999,1180,0,6,75,75.0,0,6.64,0,0,0,0,1,0.5254237288135594
12406,244900.0,1,1.0,620,1.0,0.0,5,620,0,47.5138,-122.36399999999999,1180,0,12,75,75.0,0,6.64,0,0,0,0,1,0.5254237288135594
12407,214950.0,3,1.0,1400,1.0,0.0,6,1280,120,47.4845,-122.331,1730,0,10,60,60.0,0,8.53,0,0,0,1,0,0.8092485549132948
12408,580000.0,3,1.5,1800,1.0,0.0,8,1420,380,47.5778,-122.389,1800,0,10,67,67.0,0,3.26,0,0,0,0,1,1.0
12409,263000.0,3,1.5,1300,1.0,0.0,7,1300,0,47.4556,-122.209,1840,0,8,46,46.0,0,12.06,0,0,0,1,0,0.7065217391304348
12410,317000.0,5,2.5,2360,1.0,0.0,7,1180,1180,47.4875,-122.255,1160,0,6,52,52.0,0,9.12,0,0,0,1,0,2.0344827586206895
12415,230000.0,3,1.0,1360,1.0,0.0,7,1020,340,47.4901,-122.185,1480,0,11,34,34.0,0,10.74,0,0,0,1,0,0.918918918918919
12416,430000.0,3,1.0,1210,1.0,0.0,6,1210,0,47.53100000000001,-122.37299999999999,890,0,5,74,74.0,0,5.6,0,0,0,0,1,1.3595505617977528
12418,397000.0,3,1.0,860,1.5,0.0,7,860,0,47.6942,-122.315,1250,0,10,87,87.0,0,6.02,0,0,0,0,1,0.688
12419,595000.0,3,2.5,2250,2.0,0.0,8,2250,0,47.7174,-122.30799999999999,1790,0,2,12,12.0,0,7.66,0,0,0,0,1,1.2569832402234637
12420,485000.0,3,1.75,2030,1.0,0.0,8,1330,700,47.5217,-122.05,2030,0,3,39,39.0,0,14.56,0,0,0,1,0,1.0
12422,185000.0,3,1.0,1840,1.0,0.0,7,920,920,47.455,-122.35,1250,0,6,61,61.0,0,10.59,0,0,0,1,0,1.472
12423,340000.0,3,1.0,1840,1.0,0.0,7,920,920,47.455,-122.35,1250,0,2,62,62.0,0,10.59,0,0,0,1,0,1.472
12424,236000.0,4,2.75,2000,2.0,0.0,7,2000,0,47.3629,-122.02600000000001,1710,0,6,17,17.0,0,22.24,0,0,1,0,0,1.1695906432748537
12425,550000.0,4,2.5,2810,2.0,0.0,9,2810,0,47.7441,-122.17299999999999,2750,0,9,22,22.0,0,12.05,1,0,0,0,0,1.0218181818181817
12426,680000.0,3,2.0,1780,1.0,0.0,7,980,800,47.6794,-122.351,1620,0,7,89,89.0,0,4.98,0,0,0,0,1,1.0987654320987654
12427,630000.0,4,2.5,2540,2.0,0.0,9,2540,0,47.5855,-122.031,2540,0,4,18,18.0,0,14.25,1,0,0,0,0,1.0
12428,560000.0,3,2.0,2340,1.0,1.0,7,1170,1170,47.54,-122.26700000000001,2110,0,6,43,43.0,0,5.67,0,0,0,1,0,1.1090047393364928
12429,385000.0,3,2.0,1480,1.0,2.0,7,740,740,47.5081,-122.385,1250,0,5,71,71.0,0,7.28,0,0,0,0,1,1.184
12430,280000.0,3,2.25,1358,3.0,0.0,7,1358,0,47.7052,-122.346,1358,0,10,7,7.0,0,6.73,0,0,0,0,1,1.0
12431,225000.0,3,2.5,1750,1.0,0.0,7,1180,570,47.3746,-122.149,1570,0,8,35,35.0,0,18.31,0,0,1,0,0,1.1146496815286624
12433,592500.0,3,2.0,1170,1.0,0.0,7,800,370,47.6752,-122.281,1330,0,12,67,67.0,0,5.28,0,0,0,0,1,0.8796992481203008
12434,750000.0,4,2.75,3170,2.0,0.0,10,3170,0,47.5774,-122.054,2940,0,10,22,22.0,0,13.26,1,0,0,0,0,1.0782312925170068
12435,164000.0,4,1.0,1530,2.0,0.0,7,1530,0,47.3638,-122.09100000000001,1470,0,10,37,37.0,0,20.35,0,0,1,0,0,1.0408163265306123
12436,320000.0,2,1.0,1100,1.0,0.0,7,1100,0,47.7414,-122.315,1510,0,6,67,67.0,0,9.26,0,0,0,0,1,0.7284768211920529
12437,544000.0,4,2.5,2030,2.0,0.0,8,2030,0,47.5692,-122.006,1780,0,6,20,20.0,0,15.56,1,0,0,0,0,1.1404494382022472
12438,344950.0,3,1.75,1870,1.0,0.0,8,1320,550,47.4428,-122.134,1870,0,9,36,36.0,0,14.77,0,0,0,1,0,1.0
12442,229000.0,2,1.0,810,1.0,0.0,6,810,0,47.7317,-122.34299999999999,1500,0,12,59,59.0,0,8.55,0,0,0,0,1,0.54
12444,397500.0,3,2.25,1430,3.0,0.0,8,1430,0,47.6917,-122.34100000000001,1430,0,8,9,9.0,0,5.78,0,0,0,0,1,1.0
12445,540000.0,4,2.0,2190,2.0,0.0,6,2190,0,47.6944,-122.175,2210,0,4,87,87.0,0,9.54,1,0,0,0,0,0.9909502262443439
12446,650000.0,4,2.5,2290,2.0,0.0,8,2290,0,47.6353,-122.124,2150,0,9,29,29.0,0,10.01,1,0,0,0,0,1.0651162790697675
12450,815000.0,4,2.75,2620,1.0,2.0,8,1310,1310,47.6829,-122.4,1900,0,6,65,65.0,0,5.99,0,0,0,0,1,1.3789473684210527
12451,795000.0,2,2.5,2830,2.0,0.0,10,2830,0,47.6481,-122.081,3190,0,12,13,13.0,0,12.15,1,0,0,0,0,0.8871473354231975
12453,222900.0,2,1.0,1110,1.0,0.0,6,1110,0,47.4962,-122.242,1150,0,1,71,71.0,0,8.86,0,0,0,1,0,0.9652173913043478
12455,728000.0,4,2.5,2650,2.0,0.0,9,2650,0,47.6278,-122.10799999999999,2650,0,8,20,20.0,0,10.66,1,0,0,0,0,1.0
12458,257000.0,3,1.0,1450,1.5,0.0,7,1450,0,47.4299,-122.199,1360,0,9,104,104.0,0,13.84,0,0,1,0,0,1.0661764705882353
12459,433500.0,3,2.5,2200,2.0,0.0,8,2200,0,47.5418,-122.287,2130,0,5,5,5.0,0,5.09,0,0,0,0,1,1.0328638497652582
12460,314950.0,4,1.75,1890,1.0,0.0,7,1290,600,47.2901,-122.279,1510,0,4,46,46.0,0,22.11,0,1,0,0,0,1.2516556291390728
12461,500000.0,3,1.75,1530,1.0,0.0,7,1100,430,47.6949,-122.119,1780,0,9,37,37.0,0,11.71,1,0,0,0,0,0.8595505617977528
12462,300000.0,3,1.5,1590,1.0,0.0,7,1590,0,47.7394,-122.25200000000001,1590,0,6,58,58.0,0,9.86,1,0,0,0,0,1.0
12464,222500.0,3,1.0,990,1.0,0.0,7,990,0,47.3422,-122.089,1360,0,10,42,42.0,0,21.65,0,0,1,0,0,0.7279411764705882
12465,275000.0,3,1.75,1300,1.0,0.0,7,1080,220,47.5026,-122.17200000000001,1270,0,7,38,38.0,0,10.53,0,0,0,1,0,1.0236220472440944
12466,498000.0,3,1.5,1720,1.5,0.0,8,1720,0,47.5284,-122.265,1360,0,4,106,106.0,0,6.4,0,0,0,1,0,1.2647058823529411
12468,297000.0,3,2.5,1840,2.0,0.0,8,1840,0,47.266999999999996,-122.31200000000001,1940,0,8,20,20.0,0,23.57,0,1,0,0,0,0.9484536082474226
12469,625000.0,5,3.5,4010,2.0,3.0,9,2560,1450,47.4928,-122.229,2440,0,5,18,18.0,0,9.37,0,0,0,1,0,1.6434426229508197
12470,770000.0,4,2.5,3560,2.0,0.0,9,3560,0,47.5593,-122.016,3190,0,10,11,11.0,0,15.24,1,0,0,0,0,1.115987460815047
12471,517000.0,3,2.25,1640,1.5,0.0,8,1540,100,47.6793,-122.319,1530,0,9,84,84.0,0,4.98,0,0,0,0,1,1.0718954248366013
12472,238000.0,1,1.0,530,1.0,0.0,5,530,0,47.6946,-122.35700000000001,1200,0,8,73,73.0,0,6.06,0,0,0,0,1,0.44166666666666665
12474,230500.0,3,2.25,1690,1.0,1.0,7,1160,530,47.3505,-122.305,1690,0,9,41,41.0,0,17.84,0,1,0,0,0,1.0
12476,733000.0,4,1.75,1930,1.5,0.0,7,1450,480,47.6604,-122.324,1280,0,8,90,90.0,0,3.65,0,0,0,0,1,1.5078125
12477,357950.0,2,1.0,810,1.0,0.0,7,810,0,47.6631,-122.365,900,0,11,62,62.0,0,4.05,0,0,0,0,1,0.9
12478,530000.0,3,1.75,1550,1.0,0.0,7,1050,500,47.6817,-122.36,1560,0,6,87,87.0,0,5.22,0,0,0,0,1,0.9935897435897436
12479,377500.0,4,2.5,2640,2.0,0.0,8,2640,0,47.4485,-122.27799999999999,1680,0,12,15,15.0,0,11.33,0,0,0,1,0,1.5714285714285714
12480,475000.0,4,2.5,2320,2.0,0.0,7,2320,0,47.5406,-121.887,2320,0,2,9,9.0,0,21.39,1,0,0,0,0,1.0
12482,660000.0,3,2.0,2080,1.0,0.0,7,1040,1040,47.5791,-122.39200000000001,1710,0,11,88,88.0,0,3.31,0,0,0,0,1,1.2163742690058479
12483,400000.0,5,2.25,2070,1.0,0.0,7,1080,990,47.6095,-122.12200000000001,1740,0,10,56,56.0,0,9.92,1,0,0,0,0,1.1896551724137931
12484,440000.0,2,1.0,800,1.0,0.0,7,800,0,47.6639,-122.36399999999999,1150,0,5,70,70.0,0,4.09,0,0,0,0,1,0.6956521739130435
12485,366400.0,4,2.25,2040,1.0,0.0,8,1270,770,47.3849,-122.163,2030,0,2,38,38.0,0,17.37,0,0,1,0,0,1.0049261083743843
12486,627250.0,4,2.5,2830,2.0,0.0,9,2830,0,47.742,-122.208,2970,0,3,22,22.0,0,10.98,1,0,0,0,0,0.9528619528619529
12487,375950.0,3,1.75,1480,1.0,0.0,6,1100,380,47.6985,-122.36399999999999,1510,0,7,94,29.0,1,6.39,0,0,0,0,1,0.9801324503311258
12488,162000.0,3,2.25,1810,1.0,0.0,7,1280,530,47.2976,-122.37700000000001,1690,0,2,37,37.0,0,21.52,0,1,0,0,0,1.0710059171597632
12489,780000.0,3,2.75,1970,2.5,0.0,8,1970,0,47.663000000000004,-122.335,1680,0,7,90,20.0,1,3.8,0,0,0,0,1,1.1726190476190477
12490,705000.0,4,2.5,2650,1.5,0.0,8,1520,1130,47.5866,-122.389,1690,0,5,109,1.0,1,2.91,0,0,0,0,1,1.5680473372781065
12492,311000.0,3,2.75,1400,1.0,0.0,7,1000,400,47.5095,-122.193,1400,0,11,33,33.0,0,9.49,0,0,0,1,0,1.0
12493,485000.0,3,2.5,1580,2.0,0.0,8,1580,0,47.5692,-122.021,1770,0,6,29,29.0,0,14.87,1,0,0,0,0,0.8926553672316384
12494,485000.0,3,2.5,1800,2.0,0.0,8,1800,0,47.7558,-122.14200000000001,1940,0,7,27,27.0,0,13.59,1,0,0,0,0,0.9278350515463918
12495,725000.0,5,3.75,3360,2.0,0.0,8,2640,720,47.558,-122.277,1930,0,10,51,15.0,1,4.39,0,0,0,0,1,1.7409326424870466
12498,260000.0,3,2.25,1610,2.0,0.0,7,1610,0,47.3713,-122.09100000000001,1530,0,5,25,25.0,0,19.92,0,0,1,0,0,1.0522875816993464
12499,356000.0,4,2.5,2470,2.0,0.0,8,2470,0,47.3457,-122.041,2470,0,4,11,11.0,0,22.73,0,0,1,0,0,1.0
12500,225205.0,3,1.0,1200,1.0,0.0,6,1200,0,47.3746,-122.18299999999999,1200,0,3,38,38.0,0,17.61,0,0,1,0,0,1.0
12501,445000.0,3,1.0,1260,1.0,0.0,7,1260,0,47.7,-122.375,1560,0,12,65,65.0,0,6.62,0,0,0,0,1,0.8076923076923077
12502,356000.0,2,1.0,920,1.0,0.0,6,920,0,47.5484,-122.27799999999999,1460,0,6,100,100.0,0,4.9,0,0,0,0,1,0.6301369863013698
12503,760250.0,5,2.75,2540,1.0,0.0,7,1440,1100,47.5875,-122.24,2540,0,10,61,61.0,0,4.65,1,0,0,0,0,1.0
12504,572000.0,2,2.0,1870,1.0,0.0,8,1870,0,47.7142,-122.03299999999999,1810,0,4,10,10.0,0,15.85,1,0,0,0,0,1.0331491712707181
12506,348450.0,4,2.5,1950,2.0,0.0,8,1950,0,47.3817,-122.035,2210,0,8,20,20.0,0,20.98,0,0,1,0,0,0.8823529411764706
12508,710000.0,5,2.5,2570,1.0,2.0,8,1620,950,47.7216,-122.28200000000001,2680,0,10,58,58.0,0,8.22,0,0,0,0,1,0.9589552238805971
12509,745000.0,3,1.75,1490,1.0,0.0,7,1140,350,47.583999999999996,-122.198,2310,0,5,67,67.0,0,6.6,1,0,0,0,0,0.645021645021645
12510,355000.0,4,2.5,2040,2.0,0.0,7,2040,0,47.4973,-122.34100000000001,2160,0,6,18,18.0,0,7.65,0,0,0,1,0,0.9444444444444444
12511,333000.0,4,2.5,2690,2.0,0.0,8,2690,0,47.3666,-122.119,2690,0,3,11,11.0,0,19.48,0,0,1,0,0,1.0
12512,282000.0,3,2.5,1610,2.0,0.0,7,1610,0,47.349,-122.036,1570,0,8,21,21.0,0,22.69,0,0,1,0,0,1.0254777070063694
12513,840500.0,3,2.0,2520,1.5,0.0,8,1410,1110,47.6365,-122.361,1960,0,5,108,108.0,0,2.31,0,0,0,0,1,1.2857142857142858
12514,432000.0,3,1.75,1550,1.0,0.0,7,1550,0,47.6136,-122.12100000000001,1360,0,4,56,56.0,0,9.98,1,0,0,0,0,1.1397058823529411
12515,625000.0,3,1.0,1800,1.0,2.0,9,900,900,47.5672,-122.37200000000001,1400,0,10,87,87.0,0,3.3,0,0,0,0,1,1.2857142857142858
12516,209977.0,3,1.0,1170,1.0,0.0,7,1170,0,47.4941,-122.31200000000001,1440,0,9,66,66.0,0,7.94,0,0,0,1,0,0.8125
12517,174000.0,2,1.0,900,1.0,0.0,6,900,0,47.2616,-122.251,1767,0,7,35,35.0,0,24.24,0,1,0,0,0,0.5093378607809848
12518,740000.0,4,2.0,2800,1.0,0.0,8,1730,1070,47.6869,-122.126,2470,0,4,38,38.0,0,11.15,1,0,0,0,0,1.1336032388663968
12519,518000.0,3,1.75,1830,1.5,0.0,7,1830,0,47.676,-122.30799999999999,1830,0,9,105,105.0,0,4.86,0,0,0,0,1,1.0
12520,539000.0,3,1.75,1380,1.0,0.0,7,940,440,47.6652,-122.338,1250,0,3,100,100.0,0,3.95,0,0,0,0,1,1.104
12521,575000.0,3,2.75,1990,1.0,0.0,8,1530,460,47.532,-122.05,2170,0,4,37,37.0,0,14.28,0,0,0,1,0,0.9170506912442397
12522,530000.0,2,1.75,1170,2.0,0.0,9,780,390,47.6192,-122.316,1280,0,2,5,5.0,0,1.18,0,0,0,0,1,0.9140625
12525,230000.0,3,1.0,880,1.0,0.0,7,880,0,47.3837,-122.307,880,0,8,36,36.0,0,15.54,0,0,1,0,0,1.0
12526,350000.0,4,2.5,2260,1.0,0.0,8,1460,800,47.4645,-122.196,2260,0,1,50,50.0,0,11.84,0,0,0,1,0,1.0
12527,595000.0,3,1.0,1300,1.0,0.0,6,1300,0,47.6829,-122.195,1440,0,4,57,57.0,0,8.32,1,0,0,0,0,0.9027777777777778
12528,440000.0,3,1.75,1450,1.0,0.0,8,1450,0,47.7222,-122.10799999999999,1950,0,7,31,31.0,0,13.18,1,0,0,0,0,0.7435897435897436
12529,550000.0,3,1.0,1110,1.0,0.0,7,1110,0,47.6461,-122.35700000000001,1460,0,2,111,111.0,0,2.82,0,0,0,0,1,0.7602739726027398
12530,940000.0,4,2.25,1890,1.0,1.0,9,1470,420,47.6316,-122.303,2430,0,5,51,51.0,0,2.21,0,0,0,0,1,0.7777777777777778
12531,375000.0,3,1.5,1100,2.0,0.0,8,940,160,47.5927,-122.306,1380,0,5,7,7.0,0,1.72,0,0,0,0,1,0.7971014492753623
12532,567500.0,2,1.5,1350,1.0,0.0,7,1070,280,47.6511,-122.405,1610,0,12,75,75.0,0,4.41,0,0,0,0,1,0.8385093167701864
12534,114000.0,2,1.0,730,1.0,0.0,6,730,0,47.4943,-122.337,1220,0,10,86,86.0,0,7.85,0,0,0,1,0,0.5983606557377049
12535,608000.0,2,1.0,1390,1.0,0.0,7,1010,380,47.6422,-122.36,1590,0,8,101,101.0,0,2.63,0,0,0,0,1,0.8742138364779874
12537,381800.0,4,2.0,1530,1.0,0.0,7,1110,420,47.7336,-122.339,1100,0,10,33,33.0,0,8.67,0,0,0,0,1,1.3909090909090909
12538,330000.0,3,2.0,2170,1.0,0.0,7,1340,830,47.57100000000001,-122.391,1350,0,7,95,95.0,0,3.65,0,0,0,0,1,1.6074074074074074
12539,90000.0,2,1.0,790,1.0,0.0,7,790,0,47.7351,-122.178,1310,0,5,41,41.0,0,11.42,1,0,0,0,0,0.6030534351145038
12540,312000.0,2,1.75,1160,1.0,0.0,6,1160,0,47.5509,-122.366,960,0,7,73,73.0,0,4.2,0,0,0,0,1,1.2083333333333333
12541,339000.0,3,1.0,1080,1.0,0.0,7,1080,0,47.777,-122.307,1080,0,5,59,59.0,0,11.74,0,0,0,0,1,1.0
